class,odor,spore-print-color,habitat,population,cap-shape,gill-size
e,n,h,d,y,f,n
p,f,h,u,s,f,b
p,n,r,g,v,f,b
p,f,h,d,y,f,b
p,f,h,g,s,f,b
p,f,w,l,v,x,n
p,f,h,g,v,f,b
p,f,h,g,s,f,b
p,f,h,u,s,f,b
p,s,w,d,v,x,n
p,f,h,d,y,f,b
p,f,w,d,v,x,n
p,n,r,g,v,b,b
p,f,h,g,v,f,b
p,y,w,l,v,x,n
p,f,w,d,v,x,n
e,n,w,w,c,k,b
e,n,h,d,y,x,n
p,f,h,u,v,f,b
p,f,h,g,y,f,b
p,f,w,p,v,x,n
p,s,w,d,v,f,n
p,f,w,d,v,x,n
p,f,w,p,v,x,n
p,f,w,p,v,f,n
p,s,w,d,v,f,n
p,y,w,l,v,k,n
p,y,w,p,v,f,n
p,s,w,l,v,x,n
p,f,w,p,v,f,n
p,f,w,d,v,f,n
p,s,w,l,v,x,n
p,s,w,l,v,x,n
p,f,w,d,v,f,n
p,y,w,l,v,f,n
p,f,w,p,v,f,n
p,y,w,p,v,f,n
p,f,w,p,v,f,n
p,s,w,d,v,x,n
p,y,w,p,v,k,n
p,f,w,l,v,x,n
p,y,w,d,v,f,n
p,s,w,l,v,f,n
p,y,w,p,v,k,n
p,y,w,d,v,f,n
p,s,w,p,v,x,n
p,y,w,d,v,f,n
p,y,w,l,v,f,n
p,s,w,d,v,f,n
p,y,w,l,v,f,n
p,s,w,p,v,f,n
p,s,w,p,v,f,n
p,s,w,l,v,x,n
p,f,w,p,v,f,n
p,s,w,d,v,x,n
p,s,w,p,v,f,n
p,f,w,l,v,x,n
p,y,w,l,v,f,n
e,n,n,l,c,b,b
p,y,w,d,v,f,n
e,n,n,l,v,x,b
p,y,w,d,v,f,n
p,s,w,l,v,f,n
p,y,w,p,v,f,n
p,y,w,l,v,f,n
p,y,w,l,v,x,n
p,f,w,d,v,x,n
p,s,w,d,v,f,n
p,y,w,d,v,f,n
p,f,w,d,v,f,n
p,s,w,p,v,f,n
p,f,w,l,v,f,n
p,s,w,d,v,f,n
p,y,w,l,v,f,n
p,f,w,l,v,x,n
p,y,w,d,v,x,n
p,f,w,d,v,f,n
p,y,w,p,v,f,n
p,f,w,d,v,x,n
p,s,w,l,v,k,n
p,f,w,l,v,k,n
p,f,w,d,v,f,n
p,s,w,l,v,x,n
p,f,w,l,v,x,n
p,s,w,p,v,f,n
p,s,w,l,v,f,n
p,f,w,p,v,f,n
p,s,w,p,v,x,n
e,n,w,g,n,x,b
p,y,w,p,v,f,n
p,f,w,d,v,x,n
p,f,w,d,v,x,n
p,s,w,l,v,f,n
p,s,w,l,v,f,n
p,s,w,l,v,x,n
p,f,w,d,v,x,n
p,y,w,l,v,f,n
p,f,w,p,v,k,n
p,s,w,p,v,f,n
p,s,w,l,v,x,n
p,y,w,l,v,f,n
p,y,w,d,v,x,n
p,s,w,l,v,f,n
p,s,w,p,v,f,n
p,y,w,l,v,k,n
p,s,w,d,v,f,n
p,y,w,d,v,f,n
p,s,w,l,v,x,n
p,y,w,l,v,f,n
p,s,w,d,v,f,n
p,f,w,l,v,f,n
p,y,w,l,v,f,n
p,f,w,d,v,f,n
p,f,w,l,v,f,n
p,y,w,l,v,f,n
p,f,w,l,v,f,n
p,f,w,p,v,x,n
p,y,w,p,v,f,n
p,y,w,d,v,x,n
p,f,w,l,v,f,n
p,f,w,p,v,x,n
p,s,w,p,v,f,n
p,f,w,d,v,f,n
p,s,w,l,v,x,n
p,y,w,d,v,f,n
p,y,w,l,v,f,n
p,s,w,l,v,x,n
p,y,w,l,v,f,n
p,s,w,l,v,f,n
p,f,w,p,v,x,n
p,y,w,p,v,f,n
p,s,w,l,v,x,n
p,f,w,p,v,x,n
p,f,w,l,v,f,n
p,f,w,d,v,f,n
p,s,w,l,v,x,n
p,s,w,l,v,x,n
p,f,w,l,v,x,n
p,f,w,l,v,x,n
p,s,w,p,v,k,n
e,n,w,p,v,x,b
p,y,w,p,v,x,n
p,y,w,d,v,f,n
p,y,w,l,v,x,n
p,s,w,p,v,f,n
p,y,w,l,v,f,n
p,s,w,l,v,f,n
p,f,w,l,v,x,n
p,f,w,l,v,x,n
p,y,w,d,v,x,n
p,f,w,d,v,x,n
p,f,w,p,v,f,n
p,y,w,l,v,f,n
p,y,w,p,v,f,n
p,s,w,l,v,x,n
p,f,w,p,v,k,n
p,s,w,d,v,f,n
p,y,w,d,v,f,n
p,y,w,p,v,x,n
p,f,w,l,v,f,n
p,s,w,p,v,f,n
p,y,w,l,v,f,n
e,n,w,g,n,b,b
p,s,w,l,v,x,n
p,f,w,p,v,x,n
p,s,w,l,v,f,n
p,y,w,l,v,f,n
e,n,w,g,s,k,b
p,s,w,p,v,x,n
p,s,w,p,v,f,n
p,s,w,d,v,x,n
p,f,w,d,v,f,n
p,f,w,p,v,x,n
p,f,w,p,v,x,n
p,s,w,p,v,x,n
p,y,w,d,v,k,n
p,f,w,d,v,x,n
p,f,w,d,v,x,n
p,f,w,d,v,x,n
p,s,w,d,v,x,n
p,f,w,d,v,x,n
p,s,w,l,v,x,n
p,s,w,d,v,x,n
p,s,w,d,v,f,n
p,y,w,d,v,x,n
p,y,w,d,v,f,n
p,f,w,d,v,x,n
p,y,w,p,v,f,n
p,y,w,l,v,x,n
p,y,w,d,v,f,n
p,y,w,l,v,x,n
p,f,w,p,v,k,n
p,f,w,l,v,f,n
p,f,w,l,v,f,n
p,f,w,p,v,f,n
p,f,w,p,v,k,n
p,f,w,l,v,f,n
p,f,w,p,v,f,n
p,s,w,d,v,x,n
p,y,w,l,v,f,n
p,f,w,l,v,f,n
p,s,w,d,v,f,n
p,f,w,d,v,f,n
p,s,w,p,v,x,n
p,s,w,l,v,x,n
p,y,w,p,v,f,n
p,f,w,d,v,k,n
p,s,w,p,v,f,n
p,s,w,d,v,k,n
p,s,w,l,v,x,n
p,s,w,p,v,x,n
p,f,w,l,v,x,n
p,f,w,l,v,f,n
p,f,w,p,v,x,n
e,n,w,g,n,b,b
p,s,w,p,v,x,n
p,s,w,d,v,x,n
p,s,w,l,v,f,n
p,y,w,p,v,x,n
p,y,w,d,v,f,n
p,f,w,l,v,f,n
p,f,w,d,v,x,n
p,f,w,p,v,f,n
e,n,w,g,s,k,b
p,s,w,p,v,f,n
p,f,w,p,v,x,n
p,y,w,l,v,f,n
p,s,w,l,v,f,n
p,y,w,l,v,x,n
p,y,w,d,v,f,n
p,f,w,p,v,f,n
p,y,w,p,v,f,n
p,f,w,p,v,x,n
p,s,w,d,v,f,n
e,n,w,g,n,b,b
p,s,w,l,v,k,n
p,f,w,l,v,x,n
p,f,w,l,v,k,n
p,s,w,p,v,x,n
e,n,w,g,s,k,b
p,s,w,d,v,f,n
p,y,w,p,v,x,n
p,f,w,p,v,k,n
p,s,w,l,v,k,n
p,f,w,p,v,k,n
p,y,w,d,v,x,n
p,s,w,p,v,f,n
p,f,w,p,v,f,n
p,s,w,d,v,x,n
p,y,w,d,v,f,n
p,y,w,d,v,x,n
p,y,w,l,v,f,n
p,y,w,l,v,x,n
p,y,w,l,v,k,n
p,f,w,l,v,f,n
p,f,w,p,v,x,n
p,f,w,d,v,f,n
p,s,w,d,v,f,n
p,y,w,d,v,x,n
p,y,w,d,v,f,n
p,s,w,l,v,f,n
p,f,w,d,v,x,n
p,f,w,d,v,x,n
p,y,w,l,v,f,n
p,y,w,l,v,f,n
p,f,w,d,v,f,n
p,s,w,l,v,x,n
p,s,w,d,v,f,n
p,f,w,l,v,x,n
p,y,w,p,v,f,n
p,s,w,d,v,k,n
p,s,w,p,v,x,n
p,f,w,d,v,f,n
p,s,w,p,v,x,n
p,s,w,d,v,f,n
p,y,w,d,v,x,n
p,y,w,l,v,f,n
p,s,w,d,v,f,n
p,s,w,l,v,f,n
p,y,w,l,v,k,n
p,f,w,p,v,x,n
e,n,w,g,s,k,b
p,y,w,l,v,x,n
p,s,w,d,v,f,n
p,y,w,d,v,f,n
p,s,w,l,v,f,n
p,s,w,p,v,f,n
p,y,w,p,v,x,n
p,s,w,p,v,x,n
p,y,w,d,v,x,n
p,f,w,p,v,x,n
p,s,w,d,v,f,n
p,s,w,p,v,x,n
p,f,w,l,v,x,n
p,s,w,l,v,f,n
p,y,w,d,v,k,n
p,s,w,p,v,x,n
p,f,w,l,v,x,n
p,f,w,p,v,x,n
e,n,w,g,s,b,b
p,s,w,p,v,f,n
p,y,w,l,v,x,n
p,f,w,d,v,x,n
p,f,w,p,v,f,n
p,y,w,l,v,f,n
p,s,w,d,v,f,n
p,f,w,d,v,f,n
p,f,w,d,v,f,n
p,f,w,l,v,x,n
p,s,w,d,v,f,n
p,y,w,l,v,x,n
p,s,w,p,v,f,n
p,s,w,d,v,x,n
p,s,w,l,v,f,n
p,y,w,p,v,x,n
p,f,w,p,v,f,n
p,f,w,l,v,x,n
p,f,w,p,v,f,n
p,y,w,p,v,f,n
p,y,w,p,v,x,n
p,s,w,d,v,f,n
p,y,w,p,v,k,n
p,f,w,l,v,x,n
p,s,w,d,v,x,n
p,s,w,d,v,k,n
p,f,w,p,v,x,n
p,f,w,p,v,x,n
p,f,w,l,v,f,n
p,y,w,d,v,f,n
p,f,w,p,v,f,n
p,f,w,l,v,f,n
p,f,w,p,v,f,n
p,f,w,l,v,f,n
p,s,w,d,v,k,n
p,f,w,d,v,x,n
p,y,w,d,v,f,n
p,f,w,p,v,f,n
p,y,w,d,v,k,n
p,f,w,p,v,f,n
p,y,w,l,v,x,n
p,f,w,p,v,x,n
p,y,w,p,v,x,n
p,f,w,l,v,f,n
p,s,w,p,v,f,n
p,s,w,p,v,f,n
p,y,w,l,v,k,n
p,s,w,d,v,x,n
p,y,w,l,v,x,n
p,f,w,l,v,x,n
p,f,w,p,v,f,n
p,f,w,d,v,k,n
e,n,w,g,s,x,b
p,f,w,l,v,f,n
p,f,w,l,v,x,n
p,s,w,l,v,x,n
p,s,w,d,v,x,n
p,f,w,p,v,f,n
p,y,w,l,v,f,n
p,s,w,p,v,x,n
p,f,w,l,v,x,n
p,f,w,d,v,f,n
p,f,w,l,v,f,n
p,f,w,l,v,f,n
p,y,w,d,v,f,n
p,f,w,l,v,x,n
p,f,w,p,v,x,n
p,f,w,l,v,f,n
p,s,w,d,v,f,n
p,f,w,d,v,x,n
p,f,w,l,v,f,n
p,f,w,p,v,f,n
p,f,w,p,v,f,n
p,s,w,l,v,x,n
p,y,w,l,v,f,n
p,y,w,p,v,f,n
p,y,w,p,v,x,n
p,f,w,p,v,f,n
p,y,w,p,v,x,n
p,y,w,p,v,x,n
p,f,w,p,v,f,n
p,f,w,d,v,f,n
p,y,w,d,v,x,n
p,f,w,l,v,f,n
p,s,w,d,v,f,n
p,y,w,l,v,f,n
p,f,w,p,v,x,n
e,n,w,g,n,k,b
p,f,w,p,v,x,n
p,f,w,d,v,f,n
p,y,w,p,v,f,n
p,f,w,d,v,f,n
p,y,w,d,v,f,n
p,f,w,l,v,f,n
p,f,w,d,v,f,n
p,y,w,p,v,f,n
e,n,o,l,v,b,b
p,f,w,d,v,f,n
p,s,w,p,v,f,n
p,y,w,l,v,x,n
p,s,w,l,v,f,n
p,s,w,p,v,f,n
p,f,w,l,v,f,n
p,s,w,l,v,f,n
p,s,w,p,v,f,n
p,y,w,p,v,k,n
p,f,w,l,v,f,n
p,s,w,d,v,f,n
p,f,w,p,v,x,n
p,y,w,l,v,f,n
p,s,w,p,v,x,n
p,y,w,p,v,k,n
p,s,w,p,v,x,n
p,f,w,d,v,x,n
p,y,w,d,v,f,n
p,y,w,d,v,f,n
p,f,w,p,v,f,n
e,n,w,g,s,x,b
p,y,w,d,v,f,n
p,f,w,l,v,f,n
p,y,w,l,v,x,n
p,s,w,l,v,f,n
p,s,w,p,v,x,n
p,f,w,l,v,x,n
e,n,w,g,s,k,b
p,s,w,l,v,f,n
p,s,w,p,v,f,n
e,n,w,g,s,b,b
p,y,w,l,v,f,n
p,s,w,l,v,x,n
p,f,w,d,v,x,n
p,s,w,p,v,f,n
p,f,w,d,v,x,n
p,s,w,p,v,f,n
p,s,w,l,v,f,n
p,s,w,l,v,f,n
p,m,w,d,c,x,b
p,y,w,d,v,f,n
p,y,w,d,v,f,n
p,s,w,p,v,x,n
p,y,w,p,v,f,n
p,f,w,p,v,f,n
p,s,w,l,v,f,n
p,f,w,l,v,x,n
p,s,w,p,v,f,n
e,n,y,l,c,x,b
p,s,w,d,v,f,n
p,s,w,l,v,f,n
p,s,w,l,v,f,n
p,f,w,p,v,x,n
p,y,w,d,v,x,n
p,f,w,d,v,x,n
p,s,w,p,v,x,n
p,y,w,p,v,x,n
p,f,w,p,v,f,n
e,n,o,l,v,x,b
p,s,w,p,v,f,n
p,f,w,p,v,x,n
p,f,w,d,v,f,n
p,y,w,p,v,f,n
p,f,w,d,v,x,n
p,s,w,d,v,x,n
p,f,w,l,v,x,n
p,y,w,l,v,x,n
p,s,w,d,v,x,n
p,y,w,l,v,f,n
p,y,w,l,v,f,n
p,y,w,l,v,k,n
p,y,w,d,v,x,n
p,y,w,p,v,f,n
e,n,w,g,n,k,b
p,y,w,l,v,f,n
p,y,w,l,v,x,n
p,f,w,d,v,f,n
p,s,w,p,v,f,n
p,y,w,d,v,f,n
p,f,w,p,v,x,n
p,s,w,l,v,f,n
p,s,w,l,v,x,n
p,y,w,l,v,k,n
p,s,w,d,v,f,n
p,s,w,l,v,f,n
p,f,w,l,v,f,n
p,s,w,p,v,f,n
p,f,w,p,v,f,n
p,f,w,l,v,f,n
p,y,w,l,v,k,n
p,y,w,p,v,k,n
p,y,w,p,v,f,n
p,y,w,d,v,x,n
p,f,w,l,v,k,n
p,f,w,p,v,x,n
p,f,w,d,v,f,n
p,s,w,l,v,x,n
p,y,w,p,v,f,n
p,f,w,l,v,x,n
p,y,w,d,v,f,n
p,f,w,l,v,x,n
p,y,w,p,v,x,n
p,s,w,d,v,x,n
p,s,w,p,v,x,n
p,s,w,d,v,x,n
p,y,w,p,v,f,n
p,s,w,d,v,f,n
p,y,w,d,v,x,n
p,y,w,l,v,f,n
p,y,w,p,v,f,n
p,s,w,l,v,f,n
p,f,w,d,v,f,n
p,s,w,p,v,f,n
p,f,w,p,v,x,n
p,s,w,l,v,f,n
p,s,w,d,v,f,n
p,f,w,l,v,f,n
p,s,w,l,v,f,n
p,f,w,p,v,f,n
p,y,w,d,v,f,n
p,y,w,d,v,f,n
p,f,w,d,v,f,n
p,s,w,d,v,f,n
p,f,w,d,v,f,n
p,f,w,d,v,f,n
p,s,w,d,v,k,n
p,f,w,d,v,f,n
p,f,w,d,v,f,n
p,y,w,d,v,f,n
p,s,w,l,v,f,n
p,f,w,p,v,f,n
p,s,w,p,v,f,n
p,y,w,d,v,x,n
e,n,w,g,n,x,b
p,s,w,d,v,x,n
p,f,w,l,v,x,n
p,y,w,l,v,f,n
p,y,w,d,v,x,n
p,y,w,d,v,x,n
p,f,w,p,v,x,n
p,y,w,l,v,x,n
e,n,w,g,n,x,b
p,f,w,l,v,f,n
p,f,w,l,v,f,n
p,y,w,p,v,x,n
p,y,w,p,v,x,n
p,y,w,p,v,k,n
p,f,w,d,v,k,n
p,s,w,d,v,f,n
p,f,w,l,v,x,n
p,s,w,l,v,f,n
p,s,w,p,v,x,n
p,y,w,d,v,f,n
p,s,w,p,v,x,n
e,n,w,g,n,k,b
p,f,w,d,v,k,n
p,f,w,d,v,f,n
p,f,w,d,v,x,n
p,s,w,l,v,x,n
p,y,w,d,v,x,n
p,y,w,l,v,f,n
p,s,w,l,v,f,n
p,y,w,l,v,x,n
p,y,w,p,v,f,n
p,s,w,d,v,x,n
p,s,w,p,v,x,n
p,f,w,l,v,f,n
p,s,w,l,v,f,n
p,s,w,l,v,f,n
p,f,w,d,v,f,n
p,y,w,p,v,f,n
p,f,w,p,v,f,n
p,s,w,l,v,f,n
p,s,w,p,v,x,n
p,f,w,p,v,k,n
p,s,w,p,v,f,n
p,y,w,p,v,f,n
p,s,w,d,v,f,n
p,y,w,p,v,f,n
p,f,w,p,v,k,n
p,s,w,p,v,f,n
p,s,w,p,v,f,n
e,n,b,l,v,x,b
p,y,w,l,v,x,n
p,y,w,l,v,k,n
p,f,w,d,v,f,n
p,y,w,d,v,f,n
p,y,w,p,v,x,n
p,y,w,d,v,f,n
p,f,w,p,v,f,n
p,y,w,d,v,f,n
p,f,w,l,v,f,n
p,f,w,l,v,x,n
p,s,w,p,v,x,n
p,y,w,p,v,x,n
p,s,w,d,v,x,n
p,f,w,l,v,f,n
p,y,w,p,v,x,n
p,y,w,l,v,k,n
p,f,w,p,v,x,n
p,f,w,p,v,f,n
p,y,w,l,v,f,n
p,f,w,d,v,x,n
p,y,w,p,v,k,n
p,y,w,l,v,x,n
p,s,w,d,v,f,n
p,s,w,d,v,f,n
p,s,w,p,v,f,n
p,s,w,l,v,f,n
p,y,w,p,v,f,n
p,y,w,p,v,k,n
p,y,w,l,v,f,n
p,s,w,p,v,f,n
p,f,w,d,v,f,n
p,y,w,l,v,x,n
p,s,w,d,v,f,n
p,s,w,d,v,f,n
p,s,w,d,v,x,n
p,s,w,p,v,f,n
p,s,w,l,v,x,n
p,y,w,p,v,f,n
p,s,w,l,v,f,n
p,y,w,p,v,f,n
e,n,w,g,n,x,b
p,y,w,p,v,k,n
p,s,w,p,v,x,n
p,s,w,p,v,x,n
p,s,w,d,v,x,n
p,s,w,l,v,f,n
p,f,w,l,v,k,n
p,f,w,d,v,x,n
p,s,w,d,v,x,n
p,y,w,d,v,k,n
p,f,w,l,v,x,n
p,f,w,p,v,k,n
p,f,w,p,v,x,n
p,f,w,d,v,x,n
p,y,w,d,v,f,n
p,s,w,l,v,f,n
p,f,w,p,v,f,n
p,y,w,p,v,f,n
p,s,w,l,v,x,n
p,f,w,l,v,x,n
p,s,w,p,v,f,n
p,s,w,d,v,f,n
p,f,w,d,v,x,n
p,s,w,d,v,x,n
p,y,w,l,v,x,n
p,f,w,p,v,f,n
p,s,w,p,v,x,n
p,y,w,d,v,x,n
p,s,w,l,v,x,n
p,y,w,l,v,x,n
p,y,w,d,v,x,n
p,s,w,l,v,x,n
p,y,w,d,v,f,n
p,f,w,d,v,f,n
p,s,w,d,v,x,n
p,f,w,l,v,x,n
p,s,w,l,v,f,n
p,f,w,d,v,x,n
p,y,w,d,v,f,n
p,y,w,p,v,k,n
p,y,w,l,v,x,n
p,y,w,p,v,f,n
p,y,w,p,v,k,n
p,s,w,d,v,f,n
p,f,w,p,v,f,n
p,y,w,d,v,x,n
p,f,w,l,v,x,n
p,y,w,p,v,f,n
p,s,w,p,v,f,n
p,y,w,l,v,x,n
p,y,w,l,v,f,n
p,s,w,p,v,x,n
p,y,w,l,v,f,n
p,s,w,p,v,f,n
p,f,w,l,v,x,n
p,y,w,l,v,f,n
p,s,w,d,v,k,n
p,f,w,p,v,x,n
p,f,w,l,v,x,n
p,s,w,p,v,f,n
p,y,w,p,v,f,n
e,n,w,g,s,b,b
p,y,w,p,v,x,n
p,s,w,p,v,k,n
e,n,y,l,v,b,b
p,y,w,d,v,f,n
p,s,w,d,v,f,n
p,s,w,d,v,x,n
p,s,w,d,v,x,n
p,m,w,d,c,k,b
p,s,w,l,v,x,n
p,s,w,p,v,f,n
p,y,w,l,v,x,n
p,s,w,d,v,x,n
p,f,w,d,v,x,n
p,f,w,l,v,f,n
p,f,w,d,v,f,n
p,s,w,d,v,f,n
p,y,w,p,v,f,n
p,y,w,l,v,x,n
p,s,w,d,v,f,n
p,y,w,l,v,f,n
p,f,w,l,v,x,n
p,s,w,p,v,f,n
p,f,w,l,v,f,n
p,f,w,p,v,f,n
p,y,w,p,v,x,n
p,f,w,d,v,x,n
p,s,w,p,v,k,n
p,f,w,l,v,x,n
p,y,w,d,v,x,n
p,y,w,d,v,x,n
p,s,w,l,v,x,n
p,y,w,d,v,f,n
p,s,w,p,v,f,n
p,s,w,d,v,x,n
p,f,w,p,v,k,n
p,y,w,d,v,f,n
p,f,w,d,v,f,n
p,y,w,p,v,f,n
p,s,w,l,v,f,n
p,f,w,d,v,f,n
p,y,w,l,v,x,n
p,s,w,d,v,f,n
p,s,w,d,v,f,n
p,f,w,p,v,f,n
p,y,w,d,v,x,n
p,f,w,d,v,f,n
p,y,w,l,v,k,n
p,y,w,p,v,f,n
p,f,w,p,v,f,n
p,y,w,l,v,f,n
p,f,w,l,v,x,n
p,f,w,p,v,f,n
p,f,w,d,v,x,n
p,s,w,d,v,f,n
p,y,w,p,v,x,n
p,s,w,p,v,f,n
p,f,w,p,v,f,n
p,y,w,p,v,x,n
p,s,w,d,v,x,n
p,s,w,d,v,f,n
p,f,w,l,v,x,n
p,s,w,l,v,x,n
p,f,w,d,v,f,n
p,s,w,l,v,x,n
p,y,w,p,v,x,n
p,s,w,p,v,x,n
p,y,w,l,v,f,n
p,s,w,d,v,x,n
p,f,w,l,v,f,n
p,f,w,l,v,x,n
p,s,w,l,v,x,n
p,y,w,d,v,f,n
p,s,w,d,v,x,n
p,y,w,l,v,f,n
p,s,w,p,v,x,n
p,y,w,d,v,f,n
p,s,w,p,v,x,n
p,y,w,l,v,k,n
p,y,w,l,v,f,n
p,f,w,l,v,x,n
p,y,w,p,v,f,n
p,s,w,d,v,x,n
p,y,w,d,v,f,n
e,n,w,g,s,x,b
p,y,w,p,v,x,n
p,f,w,l,v,f,n
p,s,w,p,v,f,n
p,f,w,l,v,x,n
p,y,w,l,v,x,n
p,s,w,l,v,x,n
p,y,w,d,v,f,n
e,n,w,g,s,b,b
p,s,w,d,v,f,n
p,f,w,d,v,f,n
p,s,w,d,v,f,n
p,f,w,l,v,f,n
p,f,w,d,v,f,n
p,s,w,d,v,x,n
p,s,w,l,v,f,n
p,y,w,d,v,x,n
p,f,w,d,v,f,n
e,n,w,g,s,k,b
e,n,o,l,c,b,b
p,s,w,l,v,f,n
p,s,w,p,v,x,n
p,s,w,l,v,f,n
p,s,w,l,v,f,n
p,y,w,l,v,f,n
p,f,w,d,v,f,n
p,y,w,p,v,f,n
p,f,w,l,v,f,n
p,s,w,l,v,f,n
p,y,w,d,v,x,n
e,n,w,g,n,x,b
p,f,w,p,v,f,n
p,y,w,l,v,x,n
p,y,w,d,v,x,n
p,y,w,l,v,x,n
p,f,w,d,v,x,n
p,y,w,d,v,k,n
p,y,w,p,v,f,n
p,y,w,p,v,x,n
p,y,w,p,v,f,n
p,f,w,d,v,f,n
p,s,w,l,v,x,n
p,f,w,d,v,x,n
p,s,w,l,v,x,n
p,f,w,d,v,f,n
p,s,w,l,v,f,n
p,f,w,p,v,f,n
p,s,w,l,v,x,n
p,s,w,l,v,f,n
p,s,w,d,v,f,n
p,y,w,l,v,f,n
p,s,w,l,v,x,n
p,f,w,l,v,f,n
p,f,w,l,v,f,n
p,y,w,p,v,f,n
p,f,w,l,v,k,n
p,y,w,l,v,f,n
p,s,w,p,v,x,n
p,y,w,p,v,x,n
p,f,w,l,v,f,n
p,s,w,d,v,x,n
p,f,w,l,v,f,n
p,y,w,d,v,f,n
p,y,w,l,v,f,n
p,s,w,p,v,x,n
p,y,w,d,v,x,n
p,f,w,l,v,f,n
p,f,w,p,v,f,n
p,f,w,p,v,x,n
p,y,w,p,v,f,n
p,s,w,p,v,f,n
p,y,w,l,v,f,n
p,f,w,d,v,f,n
p,s,w,p,v,f,n
p,f,w,l,v,k,n
p,y,w,d,v,f,n
p,y,w,p,v,f,n
p,s,w,l,v,f,n
p,y,w,l,v,f,n
p,y,w,p,v,x,n
p,y,w,p,v,k,n
p,s,w,d,v,x,n
p,f,w,l,v,x,n
e,n,w,g,n,x,b
p,y,w,d,v,k,n
p,y,w,p,v,x,n
p,s,w,p,v,f,n
p,s,w,p,v,f,n
p,s,w,p,v,x,n
p,f,w,l,v,f,n
p,f,w,l,v,f,n
p,f,w,p,v,f,n
p,f,w,l,v,f,n
p,f,w,p,v,f,n
p,f,w,p,v,x,n
p,f,w,l,v,f,n
p,s,w,p,v,x,n
p,y,w,d,v,f,n
p,f,w,p,v,f,n
p,s,w,p,v,k,n
p,s,w,p,v,f,n
p,s,w,d,v,k,n
p,y,w,l,v,f,n
p,s,w,l,v,f,n
p,f,w,l,v,f,n
e,n,o,l,c,b,b
p,f,w,d,v,x,n
p,s,w,l,v,f,n
p,s,w,d,v,f,n
p,f,w,d,v,f,n
p,f,w,p,v,f,n
p,m,w,d,c,k,b
p,f,w,p,v,x,n
p,s,w,l,v,f,n
p,y,w,d,v,k,n
p,f,w,p,v,f,n
e,n,w,g,s,k,b
p,y,w,l,v,f,n
p,y,w,d,v,f,n
p,y,w,p,v,f,n
p,s,w,d,v,f,n
p,y,w,l,v,f,n
p,y,w,p,v,f,n
p,f,w,d,v,x,n
p,f,w,p,v,f,n
p,f,w,p,v,x,n
p,f,w,l,v,x,n
p,y,w,l,v,x,n
p,y,w,d,v,f,n
p,y,w,d,v,x,n
p,s,w,p,v,x,n
p,f,w,l,v,f,n
p,y,w,l,v,x,n
p,y,w,d,v,f,n
p,f,w,d,v,x,n
p,f,w,l,v,f,n
p,f,w,p,v,f,n
p,f,w,l,v,f,n
p,y,w,d,v,f,n
p,f,w,d,v,x,n
e,n,w,g,n,k,b
p,y,w,d,v,x,n
p,y,w,d,v,k,n
p,s,w,d,v,k,n
p,s,w,p,v,x,n
p,f,w,l,v,f,n
p,s,w,l,v,f,n
p,s,w,p,v,f,n
p,f,w,p,v,x,n
p,s,w,d,v,f,n
p,s,w,p,v,f,n
p,s,w,l,v,x,n
p,f,w,p,v,x,n
p,y,w,p,v,f,n
p,y,w,d,v,x,n
p,f,w,p,v,f,n
e,n,y,l,v,x,b
p,y,w,p,v,k,n
p,y,w,l,v,f,n
p,f,w,p,v,k,n
e,n,w,p,y,x,b
e,n,y,l,c,b,b
e,n,w,g,n,k,b
e,n,w,g,s,x,b
p,s,w,d,v,x,n
p,f,w,p,v,k,n
e,n,o,l,c,x,b
p,s,w,d,v,k,n
p,n,w,l,c,b,n
p,f,w,d,v,x,n
e,n,w,g,n,b,b
p,f,w,p,v,k,n
p,s,w,p,v,k,n
p,s,w,d,v,f,n
p,y,w,p,v,f,n
p,s,w,d,v,f,n
e,n,w,g,s,k,b
p,s,w,p,v,k,n
p,y,w,d,v,k,n
p,f,w,l,v,f,n
e,n,w,g,n,b,b
p,s,w,d,v,f,n
p,y,w,p,v,f,n
e,n,n,l,c,f,b
e,n,w,p,y,x,b
p,y,w,d,v,f,n
p,y,w,l,v,k,n
p,s,w,l,v,f,n
e,n,w,g,n,b,b
p,f,w,p,v,x,n
p,y,w,l,v,f,n
p,y,w,l,v,f,n
p,f,w,d,v,k,n
e,n,w,g,s,x,b
e,n,w,g,n,b,b
p,y,w,l,v,k,n
p,y,w,l,v,f,n
e,n,w,p,v,f,b
p,s,w,d,v,k,n
p,y,w,l,v,k,n
p,s,w,l,v,f,n
p,m,w,d,c,f,b
p,f,w,d,v,x,n
p,s,w,p,v,k,n
p,s,w,l,v,x,n
p,f,w,l,v,k,n
p,f,w,l,v,k,n
p,f,w,p,v,f,n
e,n,w,g,s,x,b
p,s,w,d,v,k,n
p,f,w,p,v,f,n
p,y,w,d,v,k,n
p,s,w,l,v,k,n
p,s,w,l,v,k,n
e,n,w,g,s,k,b
p,f,w,p,v,k,n
p,s,w,l,v,k,n
p,s,w,l,v,k,n
p,s,w,d,v,k,n
p,y,w,l,v,x,n
p,s,w,l,v,x,n
p,y,w,p,v,f,n
p,f,w,d,v,k,n
e,n,w,d,y,b,b
p,f,w,p,v,f,n
p,f,w,d,v,k,n
e,n,w,d,y,x,b
p,f,w,d,v,f,n
p,y,w,l,v,k,n
p,s,w,p,v,f,n
p,s,w,p,v,x,n
e,n,w,g,s,k,b
p,f,w,d,v,f,n
